Date,Open,High,Low,Close,Adj Close,Volume
2010-07-01,56.980000,61.880001,55.939999,59.680000,37.026623,613489500
2010-08-01,60.639999,62.990002,58.049999,59.110001,36.672962,475629700
2010-09-01,60.040001,62.439999,59.720001,61.790001,38.610008,423362300
2010-10-01,62.320000,66.809998,61.799999,66.489998,41.546867,430427600
2010-11-01,66.720001,71.900002,66.629997,69.559998,43.465183,486318500
2010-12-01,70.379997,73.690002,70.379997,73.120003,45.977356,409237200
2011-01-01,73.720001,80.820000,73.639999,80.680000,50.731026,449380100
2011-02-01,81.139999,88.230003,81.040001,85.529999,53.780670,443594000
2011-03-01,86.410004,86.500000,78.800003,84.129997,53.179153,439334000
2011-04-01,84.720001,88.000000,82.379997,87.980003,55.612774,309722400
2011-05-01,88.099998,88.129997,79.419998,83.470001,52.761963,403834500
2011-06-01,83.550003,83.650002,76.720001,81.379997,51.732590,444344200
2011-07-01,81.190002,85.410004,79.760002,79.790001,50.721870,375467600
2011-08-01,80.820000,81.180000,67.029999,74.019997,47.053925,774165900
2011-09-01,74.150002,74.980003,67.930000,72.629997,46.475201,550523400
2011-10-01,72.050003,82.199997,69.209999,78.089996,49.969009,514198800
2011-11-01,75.820000,80.529999,73.900002,80.440002,51.472759,444321100
2011-12-01,80.199997,85.629997,78.660004,84.760002,54.560226,380150300
2012-01-01,85.970001,87.940002,83.459999,83.739998,53.903664,333545900
2012-02-01,84.230003,87.830002,83.190002,86.500000,55.680279,300700700
2012-03-01,86.470001,87.250000,84.050003,86.730003,56.133907,338912600
2012-04-01,86.599998,87.669998,81.879997,86.339996,55.881485,300234500
2012-05-01,86.459999,87.519997,78.410004,78.629997,50.891380,353685200
2012-06-01,77.870003,85.699997,77.129997,85.570000,55.764656,497990800
2012-07-01,85.440002,87.849998,82.830002,86.849998,56.598816,314314800
2012-08-01,87.019997,88.910004,85.500000,87.300003,56.892075,248010000
2012-09-01,87.330002,92.570000,86.519997,91.449997,59.983871,254195800
2012-10-01,91.790001,93.669998,89.680000,91.169998,59.800198,241112300
2012-11-01,90.250000,92.050003,85.059998,88.139999,57.812748,285676100
2012-12-01,88.550003,90.370003,84.699997,86.550003,57.125290,282441200
2013-01-01,87.790001,91.930000,87.239998,89.970001,59.382599,261496700
2013-02-01,90.440002,90.500000,87.610001,89.550003,59.105362,237182000
2013-03-01,89.070000,90.980003,87.900002,90.110001,59.854958,265045600
2013-04-01,90.129997,90.989998,85.019997,88.989998,59.111008,296347200
2013-05-01,88.519997,93.500000,87.480003,90.470001,60.094093,276095000
2013-06-01,90.529999,92.269997,88.019997,90.349998,60.429523,291767600
2013-07-01,90.389999,95.489998,89.959999,93.750000,62.703579,237784200
2013-08-01,92.690002,93.099998,86.389999,87.160004,58.295929,271631600
2013-09-01,87.699997,89.870003,85.610001,86.040001,57.944580,238532800
2013-10-01,85.989998,90.959999,84.790001,89.620003,60.355602,287672200
2013-11-01,89.739998,96.000000,88.269997,93.480003,62.955151,250351200
2013-12-01,93.269997,101.739998,92.919998,101.199997,68.617989,269290800
2014-01-01,100.599998,101.220001,91.699997,92.160004,62.488461,256867500
2014-02-01,91.919998,97.250000,89.250000,96.269997,65.275261,253283700
2014-03-01,95.760002,98.849998,93.010002,97.680000,66.700363,255698300
2014-04-01,97.650002,102.570000,96.239998,102.410004,69.930237,230896100
2014-05-01,101.959999,103.449997,100.320000,100.529999,68.646477,179886600
2014-06-01,100.529999,104.610001,99.589996,100.680000,69.215675,208876600
2014-07-01,101.150002,104.760002,98.930000,98.940002,68.019440,189374200
2014-08-01,98.620003,100.430000,97.629997,99.459999,68.376938,187451500
2014-09-01,99.430000,99.589996,93.620003,94.050003,65.108070,231833300
2014-10-01,94.110001,96.889999,86.910004,96.709999,66.949532,342094700
2014-11-01,96.559998,97.199997,90.110001,90.540001,62.678211,218128400
2014-12-01,90.360001,95.330002,86.190002,92.449997,64.462532,400812400
2015-01-01,92.250000,93.050003,86.029999,87.419998,60.955257,326819500
2015-02-01,87.849998,93.449997,87.500000,88.540001,61.736217,276447700
2015-03-01,88.339996,88.519997,82.680000,85.000000,59.713985,330260500
2015-04-01,85.699997,88.669998,83.809998,87.370003,61.378941,251671200
2015-05-01,87.849998,90.089996,84.769997,85.199997,59.854488,198924100
2015-06-01,85.250000,85.970001,82.800003,83.199997,58.932888,238808600
2015-07-01,83.279999,83.529999,78.930000,79.209999,56.106640,274029000
2015-08-01,78.699997,79.290001,66.550003,75.239998,53.294582,387523600
2015-09-01,73.300003,75.470001,71.510002,74.349998,53.156933,316644500
2015-10-01,75.199997,83.879997,73.029999,82.739998,59.155399,318077700
2015-11-01,82.300003,87.440002,77.910004,81.660004,58.383266,264207900
2015-12-01,81.760002,82.129997,73.790001,77.949997,56.216599,367069000
2016-01-01,77.500000,79.919998,71.550003,77.849998,56.144485,418954700
2016-02-01,76.660004,83.440002,73.550003,80.150002,57.803226,359915800
2016-03-01,80.559998,85.099998,80.309998,83.589996,60.831245,292841700
2016-04-01,82.400002,89.779999,81.989998,88.400002,64.331673,221801200
2016-05-01,88.239998,90.459999,87.230003,89.019997,64.782837,219170200
2016-06-01,88.430000,93.830002,87.610001,93.739998,68.791077,252091800
2016-07-01,93.360001,95.550003,86.120003,88.949997,65.275940,209716200
2016-08-01,88.080002,88.940002,85.580002,87.139999,63.947670,235412300
2016-09-01,86.720001,89.370003,82.290001,87.279999,64.596596,271447100
2016-10-01,86.940002,88.669998,82.989998,83.320000,61.665791,192041100
2016-11-01,83.500000,88.190002,82.760002,87.300003,64.611412,233089000
2016-12-01,87.980003,93.220001,86.599998,90.260002,67.393669,220435500
2017-01-01,90.940002,91.339996,83.129997,83.889999,62.637398,252514500
2017-02-01,84.000000,84.160004,80.760002,81.320000,60.718491,237345100
2017-03-01,81.699997,84.250000,80.309998,82.010002,61.793625,315475000
2017-04-01,82.019997,83.550003,80.300003,81.650002,61.522366,192624700
2017-05-01,81.510002,83.230003,80.470001,80.500000,60.655861,220122400
2017-06-01,80.370003,83.690002,79.260002,80.730003,61.403572,303836700
2017-07-01,80.790001,82.489998,78.269997,80.040001,60.878761,201333900
2017-08-01,80.160004,80.820000,76.050003,76.330002,58.056923,224413200
2017-09-01,76.370003,82.449997,76.320000,81.980003,62.958717,216249200
2017-10-01,81.300003,84.239998,81.250000,83.349998,64.010841,172408300
2017-11-01,83.389999,84.139999,80.010002,83.290001,63.964771,191810600
2017-12-01,83.440002,84.360001,82.169998,83.639999,64.828018,220601300
2018-01-01,83.820000,89.300003,83.660004,87.300003,67.664841,233944600
2018-02-01,87.500000,89.250000,73.900002,75.739998,58.704872,369414700
2018-03-01,75.529999,76.980003,72.669998,74.610001,58.420361,356741300
2018-04-01,74.269997,80.900002,72.160004,77.750000,60.879025,285826800
2018-05-01,77.260002,82.650002,75.400002,81.239998,63.611721,299337700
2018-06-01,81.870003,83.790001,79.300003,82.730003,65.434998,257136500
2018-07-01,81.889999,84.400002,80.709999,81.510002,64.470047,204469200
2018-08-01,80.889999,81.589996,76.510002,80.169998,63.410191,215072500
2018-09-01,80.410004,87.360001,79.599998,85.019997,67.939880,227023600
2018-10-01,85.349998,86.889999,76.220001,79.680000,63.672646,305909200
2018-11-01,79.830002,83.750000,74.699997,79.500000,63.528824,287081300
2018-12-01,80.239998,81.949997,64.650002,68.190002,55.043335,380647000
2019-01-01,67.349998,73.489998,67.260002,73.279999,59.152016,269226500
2019-02-01,74.919998,79.750000,72.730003,79.029999,63.793438,245067300
2019-03-01,79.379997,82.000000,77.860001,80.800003,65.946297,272454400
2019-04-01,81.230003,83.489998,79.559998,80.279999,65.521889,219523400
2019-05-01,79.940002,80.260002,70.629997,70.769997,57.760147,250094000
2019-06-01,71.089996,77.760002,70.970001,76.629997,63.259769,218953600
2019-07-01,77.129997,77.930000,74.180000,74.360001,61.385841,186899500
2019-08-01,73.739998,74.269997,66.529999,68.480003,56.531769,277599800
2019-09-01,67.889999,75.180000,67.629997,70.610001,59.014915,215355500
2019-10-01,70.830002,70.910004,66.309998,67.570000,56.474110,237608200
2019-11-01,68.389999,73.120003,67.320000,68.129997,56.942150,249330500
2019-12-01,68.500000,70.540001,67.519997,69.779999,59.024555,286029400
2020-01-01,70.239998,71.370003,61.860001,62.119999,52.545212,359133900
2020-02-01,61.380001,63.009998,48.009998,51.439999,43.511360,479874900
