Date,Open,High,Low,Close,Adj Close,Volume
2010-07-01,74.500000,76.339996,72.349998,75.150002,50.758411,48232300
2010-08-01,75.839996,76.000000,69.360001,69.519997,46.955738,50900600
2010-09-01,70.089996,73.449997,68.190002,71.279999,48.567886,55637300
2010-10-01,71.529999,72.690002,67.870003,71.290001,48.574692,62996200
2010-11-01,71.709999,73.699997,67.680000,68.040001,46.360245,71396900
2010-12-01,68.650002,70.419998,68.019997,69.910004,48.159405,54065900
2011-01-01,70.199997,81.000000,69.620003,79.599998,54.834621,77698600
2011-02-01,79.680000,82.430000,79.010002,79.160004,54.531506,44030500
2011-03-01,79.470001,81.750000,78.199997,80.400002,55.908421,51486100
2011-04-01,80.500000,81.919998,75.809998,79.250000,55.108749,45511400
2011-05-01,79.349998,80.830002,76.680000,77.900002,54.169979,45706300
2011-06-01,77.760002,81.269997,75.099998,80.970001,56.853287,50504800
2011-07-01,80.870003,82.230003,74.440002,75.730003,53.174011,42096900
2011-08-01,76.110001,76.110001,66.360001,74.190002,52.092686,77120500
2011-09-01,74.400002,77.040001,69.099998,72.639999,51.526085,64801800
2011-10-01,72.580002,79.900002,70.370003,75.900002,53.838516,47711700
2011-11-01,74.559998,78.870003,72.370003,78.150002,55.434521,62523300
2011-12-01,78.139999,81.860001,76.019997,80.900002,58.130444,38797600
2012-01-01,82.120003,83.709999,79.050003,82.320000,59.150780,43141300
2012-02-01,82.540001,90.150002,82.260002,88.410004,63.526749,57926800
2012-03-01,88.610001,91.089996,87.410004,89.860001,65.298958,30148900
2012-04-01,89.410004,92.239998,87.669998,90.540001,65.793137,30429600
2012-05-01,90.610001,91.019997,81.519997,82.800003,60.168640,51087600
2012-06-01,81.639999,87.089996,80.139999,87.080002,64.044342,32647700
2012-07-01,87.320000,90.510002,85.650002,89.269997,65.655014,30197800
2012-08-01,89.860001,93.989998,87.470001,91.139999,67.030334,34456000
2012-09-01,91.190002,93.699997,90.010002,93.379997,69.433151,30347500
2012-10-01,93.370003,94.959999,91.389999,93.669998,69.648788,24745400
2012-11-01,93.769997,95.919998,87.080002,93.300003,69.373650,37681600
2012-12-01,93.250000,93.669998,88.790001,92.290001,69.475357,39181800
2013-01-01,93.790001,96.519997,86.720001,86.870003,65.395226,50468300
2013-02-01,87.519997,89.080002,85.879997,88.000000,66.245865,67952700
2013-03-01,87.750000,96.589996,86.510002,96.519997,73.629585,37656500
2013-04-01,96.139999,99.489998,94.000000,99.089996,75.590096,37978800
2013-05-01,98.900002,108.800003,98.769997,105.830002,80.731659,49673500
2013-06-01,106.000000,109.260002,103.040001,108.459999,83.634224,34733100
2013-07-01,108.459999,121.570000,105.540001,120.120003,92.625298,32997000
2013-08-01,120.760002,126.730003,120.750000,122.419998,94.398834,37231100
2013-09-01,123.349998,131.600006,122.540001,127.550003,99.280609,28056200
2013-10-01,127.769997,134.960007,121.519997,133.339996,103.787346,38455500
2013-11-01,133.539993,144.429993,133.429993,141.669998,110.271164,38021600
2013-12-01,141.850006,149.990005,135.389999,148.660004,116.797768,28866500
2014-01-01,147.050003,158.429993,145.119995,150.910004,118.565514,45547000
2014-02-01,150.539993,168.410004,144.690002,162.300003,127.514343,43922400
2014-03-01,160.820007,167.869995,157.009995,163.240005,129.322296,38104200
2014-04-01,163.520004,165.130005,153.539993,164.139999,130.035278,32120800
2014-05-01,163.720001,168.000000,159.889999,163.649994,129.647125,25879300
2014-06-01,163.880005,168.869995,160.360001,160.729996,128.387177,21520200
2014-07-01,160.039993,171.360001,156.229996,166.970001,133.371552,28757600
2014-08-01,166.720001,177.190002,162.520004,174.000000,138.986923,23724200
2014-09-01,175.139999,184.089996,172.369995,182.779999,147.108597,28349400
2014-10-01,181.149994,191.919998,166.279999,190.570007,153.378326,44794300
2014-11-01,191.300003,192.940002,184.389999,191.559998,154.175064,25395300
2014-12-01,190.929993,198.720001,182.410004,192.570007,156.230072,26296900
2015-01-01,192.100006,198.880005,186.800003,188.369995,152.822632,26623300
2015-02-01,188.410004,207.059998,186.009995,200.050003,162.298523,26025200
2015-03-01,200.050003,206.190002,195.600006,202.960007,165.873917,27231100
2015-04-01,202.100006,202.550003,185.649994,186.600006,152.503326,28423300
2015-05-01,186.800003,194.309998,185.910004,188.199997,153.810928,21149900
2015-06-01,189.479996,194.490005,185.330002,185.899994,153.131546,26442100
2015-07-01,186.009995,210.410004,186.009995,207.100006,170.594681,28545400
2015-08-01,207.270004,213.339996,181.910004,201.179993,165.718246,29181800
2015-09-01,197.869995,210.529999,197.020004,207.309998,172.023788,27830700
2015-10-01,206.309998,225.149994,201.809998,219.830002,182.412750,30557600
2015-11-01,219.889999,227.910004,211.779999,219.160004,181.856827,27697500
2015-12-01,220.059998,223.100006,211.850006,217.149994,181.515274,27211000
2016-01-01,214.000000,221.000000,200.470001,211.000000,176.374512,40440200
2016-02-01,209.259995,220.139999,203.649994,215.789993,180.378464,32717100
2016-03-01,216.589996,223.860001,210.899994,221.500000,186.550369,24930400
2016-04-01,219.960007,234.589996,219.169998,232.380005,195.713699,21628500
2016-05-01,232.740005,245.369995,231.369995,236.229996,198.956207,23073800
2016-06-01,236.229996,248.720001,234.750000,248.169998,210.449875,28268800
2016-07-01,248.169998,263.369995,247.880005,252.729996,214.316772,54446800
2016-08-01,252.630005,266.929993,238.600006,242.970001,206.040253,146232200
2016-09-01,243.130005,247.479996,235.279999,239.720001,204.666519,30222100
2016-10-01,238.710007,252.000000,228.500000,246.380005,210.352661,28914900
2016-11-01,247.190002,269.739990,236.210007,265.250000,226.463379,32680100
2016-12-01,265.290009,269.899994,245.500000,249.940002,214.862579,34840600
2017-01-01,251.199997,259.739990,248.000000,251.330002,216.057541,30318300
2017-02-01,250.830002,270.000000,249.979996,266.579987,229.167236,20301800
2017-03-01,269.089996,274.570007,264.040009,267.600006,231.628922,22113300
2017-04-01,267.600006,276.640015,266.320007,269.450012,233.230331,18989100
2017-05-01,269.549988,284.000000,266.010010,281.130005,243.340225,19550500
2017-06-01,281.179993,284.980011,273.920013,277.609985,241.845154,19224400
2017-07-01,277.390015,293.839996,277.200012,292.130005,254.494537,20414600
2017-08-01,293.929993,308.480011,291.899994,305.390015,266.046295,23316000
2017-09-01,305.959991,311.359985,298.399994,310.290009,271.921021,22599900
2017-10-01,310.790009,322.190002,303.309998,308.160004,270.054413,23050400
2017-11-01,309.049988,321.209991,306.109985,319.119995,279.659149,17979000
2017-12-01,319.059998,323.940002,310.070007,321.049988,283.115723,19475800
2018-01-01,322.000000,358.519989,317.500000,354.850006,312.922028,30202000
2018-02-01,354.260010,363.000000,326.109985,352.440002,310.796783,31501700
2018-03-01,352.459991,353.579987,325.790009,337.929993,299.674683,37030100
2018-04-01,337.059998,361.989990,320.200012,320.839996,284.519318,31055300
2018-05-01,320.489990,329.130005,300.500000,314.540009,278.932495,34955500
2018-06-01,316.920013,322.619995,291.519989,295.429993,263.628204,29314800
2018-07-01,294.170013,329.649994,292.320007,326.100006,290.996765,27908200
2018-08-01,325.589996,327.420013,311.390015,320.410004,285.919189,23929900
2018-09-01,320.000000,348.000000,317.600006,345.959991,310.649231,25226000
2018-10-01,347.089996,351.350006,283.209991,293.850006,263.857941,36580800
2018-11-01,295.730011,314.230011,288.559998,300.429993,269.766327,30258900
2018-12-01,304.940002,305.329987,241.179993,261.839996,236.837967,36307800
2019-01-01,258.359985,293.989990,256.790009,289.690002,262.028656,30270000
2019-02-01,290.850006,311.750000,289.200012,309.410004,279.865723,20388400
2019-03-01,311.559998,311.779999,292.529999,300.160004,273.454865,26948300
2019-04-01,302.559998,337.320007,296.140015,333.329987,303.673706,24656200
2019-05-01,334.250000,344.799988,328.239990,338.540009,308.420135,27727300
2019-06-01,338.079987,363.750000,337.899994,363.540009,333.340515,24630200
2019-07-01,365.410004,373.369995,350.809998,362.170013,332.084320,24931000
2019-08-01,361.720001,386.929993,353.970001,384.109985,352.201721,21805700
2019-09-01,380.989990,399.959991,370.459991,390.059998,359.715973,21798500
2019-10-01,391.429993,392.480011,363.000000,376.679993,347.376892,26344900
2019-11-01,378.109985,395.950012,371.309998,391.029999,360.610596,19631300
2019-12-01,390.709991,394.690002,379.660004,389.380005,361.288330,19347600
2020-01-01,392.859985,438.989990,390.950012,428.119995,397.233429,28599300
2020-02-01,429.519989,442.529999,360.339996,369.869995,343.185883,24227400
2020-03-01,371.350006,402.959991,266.109985,338.950012,316.471466,60682600
2020-04-01,324.829987,402.450012,322.010010,389.059998,363.258240,33800800
2020-05-01,385.640015,404.260010,352.260010,388.440002,362.679382,28180100
2020-06-01,388.940002,417.619995,353.329987,364.920013,342.783905,36810600
2020-07-01,366.339996,394.670013,339.179993,378.970001,355.981628,32063600
2020-08-01,376.839996,402.380005,371.440002,390.260010,366.586792,19163800
2020-09-01,387.820007,401.880005,375.100006,383.279999,362.227753,25222700
2020-10-01,384.000000,395.459991,345.649994,350.130005,330.898621,25140100
2020-11-01,356.119995,383.470001,350.720001,365.000000,344.951874,25858000
2020-12-01,368.470001,373.290009,346.600006,354.980011,337.828644,35167700
2021-01-01,354.980011,354.980011,321.720001,321.820007,306.270782,41345200
2021-02-01,324.880005,350.299988,319.809998,330.250000,314.293488,33880600
2021-03-01,334.000000,374.239990,332.670013,369.500000,354.343353,47908300
2021-04-01,368.989990,394.339996,368.339996,380.559998,364.949646,27784600
2021-05-01,379.769989,396.989990,379.059998,382.200012,366.522400,25647900
2021-06-01,384.230011,395.720001,373.250000,378.350006,365.281982,25986000
2021-07-01,377.309998,384.700012,366.399994,371.670013,358.832672,20627900
2021-08-01,372.299988,375.040009,353.570007,359.799988,347.372650,23647300
2021-09-01,358.299988,359.510010,335.100006,345.100006,335.590393,30204900
2021-10-01,347.309998,378.100006,325.140015,332.320007,323.162537,33874800
2021-11-01,330.470001,348.089996,324.230011,333.320007,324.134979,33487500
2021-12-01,335.000000,357.829987,328.200012,355.410004,348.475708,33234500
2022-01-01,354.679993,395.600006,353.029999,389.130005,381.537811,43289100
2022-02-01,390.220001,433.899994,378.320007,433.799988,425.336273,43090400
2022-03-01,435.000000,479.989990,411.359985,441.399994,435.767670,73002900
2022-04-01,442.220001,475.500000,430.380005,432.119995,426.606110,32351000
2022-05-01,429.600006,454.059998,417.290009,440.109985,434.494110,26365900
2022-06-01,443.029999,456.670013,394.660004,429.959991,427.128052,27065300
2022-07-01,429.739990,434.959991,373.670013,413.809998,411.084412,25167800
2022-08-01,418.239990,445.489990,416.640015,420.109985,417.342896,24176000
2022-09-01,418.239990,425.690002,412.260010,421.529999,421.529999,6434000
2022-09-09,420.690002,423.619995,419.140015,421.529999,421.529999,1284687
